epoch,loss_train,loss_validation,perplexity_train,perplexity_validation,learning_rate
0,6.297658654887934,5.30267681730601,914.9662305340548,210.17401071147722,0.5
1,5.637957530042844,5.029466137820352,289.15462650934796,159.19294860634,0.5
2,5.386272916493744,4.883593519437464,224.6739067251376,137.39162961979548,0.5
3,5.217797547912045,4.796330595468134,190.03898383798423,125.91659907331149,0.5
4,5.0889150929258,4.727468990225742,167.32697675737938,117.64350939180218,0.5
5,4.9802885590217185,4.66215394880413,150.38419548197353,110.21042215235609,0.5
6,4.889426393236167,4.620702510175694,137.57866968792132,105.80263760935699,0.5
7,4.808895595010094,4.593190357961556,127.11002713648922,103.01121384788189,0.5
8,4.740317748803379,4.560733506175872,118.80130862928367,99.76885513870643,0.5
9,4.6738907059983665,4.548393442764896,111.25131053294365,98.61629103957307,0.5
10,4.618882417678833,4.531617725278699,105.44216609046967,97.07405785167532,0.5
11,4.568411308437442,4.529044233835661,100.30039251923407,96.8492705490778,0.5
12,4.51899416012112,4.516172955901149,95.52473803998437,95.7364591769318,0.5
13,4.476556537988569,4.5074695416487724,91.54016302132734,94.8996241259657,0.5
14,4.43701358096664,4.497792511870475,88.10152901641635,94.06509006119212,0.5
15,4.407861959750628,4.501372074902947,85.53053659535028,94.41594744111859,0.5
16,4.314986420532313,4.417873895606272,78.08652890411534,86.67162466541907,0.25
17,4.261645233970187,4.406179093808175,73.99772023393201,85.71219581413489,0.25
18,4.230644205806124,4.406491492769064,71.74035859422618,85.7356157916011,0.25
19,4.195102451835048,4.361471176010596,69.31430927144925,81.96244614105137,0.125
20,4.161360351347488,4.340612031630616,67.03009433038044,80.22757729268649,0.125
21,4.138177475143317,4.341093085321302,65.46834997413042,80.33968412506594,0.125
22,4.128330873907628,4.301415042885409,64.91415310774101,77.08693104250149,0.0625
23,4.10855135321711,4.296616945420013,63.61442699803041,76.73763699318046,0.0625
24,4.09385893796124,4.294562874445274,62.69321792184051,76.59006268833042,0.0625
25,4.082450713738558,4.28666957566166,61.952193731157614,76.01290251932242,0.0625
26,4.069434100013819,4.2877240631938935,61.14968099361022,76.11344194850199,0.0625
27,4.070007029103573,4.260312148405134,61.24669609271379,74.0068521132836,0.03125
28,4.060586348995944,4.257850346417433,60.654250990361085,73.83122655307932,0.03125
29,4.0527239628763905,4.2562364451373345,60.16812612551652,73.70039781007647,0.03125
30,4.045600350858538,4.254569277697671,59.738996853997094,73.58168065589003,0.03125
31,4.039815363791906,4.254460558894034,59.39312677534514,73.56502918808387,0.03125
32,4.03257961289564,4.253879647304215,58.94924900419051,73.52466024569611,0.03125
33,4.026815157138801,4.251054451605209,58.60064844645238,73.31827495894667,0.03125
34,4.020554677021328,4.250168242082256,58.21894974675365,73.26023016129241,0.03125
35,4.014799568686073,4.249195995136462,57.892626902051504,73.18997887382551,0.03125
36,4.0088008124680625,4.247455600140152,57.5439573631778,73.06997435128511,0.03125
37,4.003591583621359,4.246809974398323,57.246936162192675,73.02617937825988,0.03125
38,3.9982487029806113,4.2457698666406145,56.93379804726011,72.96169901824847,0.03125
39,3.9926984376458883,4.242391596226413,56.60460241613863,72.71423024780852,0.03125
40,3.9883479872719803,4.243945631312996,56.35800343325181,72.82862855755776,0.03125
41,3.9889198915125377,4.2299238731475155,56.413395026893426,71.79609656689772,0.015625
42,3.984330205591597,4.228953883240061,56.14351657501089,71.72235183573481,0.015625
43,3.9818915896665175,4.226233969599727,56.006297180613494,71.5283978168781,0.015625
44,3.9784795036503353,4.224158990054672,55.825665917072584,71.38196799730461,0.015625
