epoch,loss_train,loss_validation,perplexity_train,perplexity_validation,learning_rate
0,6.164973401107146,5.237843195792836,745.4556760669527,198.06080827716923,0.5
1,5.569081873602795,5.001492763455161,271.15577919488334,155.57921951469118,0.5
2,5.345279535762778,4.868995325591731,216.68823803604036,136.0397565199636,0.5
3,5.187977355013785,4.787386184248977,185.42444372906627,125.2905888629771,0.5
4,5.066833027243571,4.727142750263801,164.56869490186116,117.95518824759934,0.5
5,4.968540492527256,4.685473974975908,149.41628041998615,113.12566669303015,0.5
6,4.885637273530552,4.658329773995171,137.7574823265285,110.18554794558642,0.5
7,4.812608740408486,4.638836464367718,128.21243564017476,108.07716117192605,0.5
8,4.748144030973283,4.621790493693005,120.30029960301731,106.23050070727834,0.5
9,4.691479731241175,4.611947323905488,113.79727530269163,105.24725458552574,0.5
10,4.640380322638178,4.599354000597911,108.1627825223301,104.02031112645874,0.5
11,4.59570305359458,4.594793383925603,103.49111839395106,103.57505688778735,0.5
12,4.552344275039036,4.588021340405369,99.1501574834059,102.86893818797807,0.5
13,4.513796432991093,4.582795610971361,95.40421372755043,102.38103137968406,0.5
14,4.479991365055158,4.594223535613184,92.23328067095181,103.62220372133149,0.5
15,4.385499981118673,4.517948379424714,84.09741032919581,96.14125065805483,0.25
16,4.338244992443089,4.51384190346873,80.2306877536427,95.75045134875559,0.25
17,4.310332362072729,4.511841231802048,78.00306889017853,95.62609483062757,0.25
18,4.28454888893105,4.5070603422670885,75.98306248973736,95.18312538369067,0.25
19,4.263030685543413,4.507498168221943,74.35970140477579,95.26135240924705,0.25
20,4.216480607106542,4.460656043397154,71.07934591807076,90.89204548753251,0.125
21,4.186414770948278,4.458556693858326,68.97129045983628,90.715215969203,0.125
22,4.166765319857991,4.457041637483998,67.59860522467898,90.61257646630268,0.125
23,4.15030883612008,4.4522555564553485,66.50982314154045,90.1968932212401,0.125
24,4.135587752305234,4.4529361175483935,65.51278965371473,90.24710818185528,0.125
25,4.120652956728501,4.416867520829702,64.61309493924749,87.08547233762972,0.0625
26,4.10234739824518,4.412572035734748,63.436747243704346,86.71223358367007,0.0625
27,4.091393197780037,4.410212677294429,62.731541822332545,86.52342305451253,0.0625
28,4.0805745335782575,4.409518520232838,62.052262058558014,86.4542925616863,0.0625
29,4.0704343030624806,4.412010970492987,61.40051278290644,86.69031912853308,0.0625
30,4.072163049606345,4.387820392810404,61.58065065786597,84.51753955495411,0.03125
31,4.062365597362051,4.3847891621141954,60.98216244981734,84.25809305072954,0.03125
32,4.05595276908127,4.381062848248312,60.56754392676211,83.95528391532694,0.03125
33,4.049355851195329,4.381021744504039,60.19782223732159,83.94143624831634,0.03125
34,4.043686874967157,4.380338729625357,59.83351563940682,83.90171194213391,0.03125
