epoch,loss_train,loss_validation,perplexity_train,perplexity_validation,learning_rate
0,6.39235600618217,5.744950727197496,786.4026834240716,322.151488475071,0.5
1,5.825558347415945,5.485968243168959,350.5991757983233,249.17293187414475,0.5
2,5.572773110516272,5.327584307839035,272.79600567510033,213.1689796148855,0.5
3,5.347271746201528,5.157734971789025,218.47376527493336,180.29127191835627,0.5
4,5.134678191084877,4.973730575365059,177.1133635249785,150.23173772280722,0.5
5,4.9001767582224245,4.772929286785543,140.27029461676747,123.0787886738816,0.5
6,4.677708178618695,4.569331262728921,112.27664056747246,100.1319030807799,0.5
7,4.487046837039395,4.427348179284786,92.76372731693641,87.30402646016499,0.5
8,4.310333706691045,4.297189110367663,77.67131177467776,76.55283314925644,0.5
9,4.150435326686416,4.1303716568708655,66.13298301767117,64.77791548569219,0.5
10,4.006499344890109,3.9934983800292754,57.22489770040743,56.43217269680759,0.5
11,3.8692571805573723,3.8794288561307564,49.858506885514956,50.33885947590827,0.5
12,3.741642516925001,3.793908308270785,43.848451094142085,46.21782530657886,0.5
13,3.6258986455286872,3.6624080862362245,39.01894065210328,40.51047891905757,0.5
14,3.5146052982040628,3.563236038746337,34.88345784385978,36.66908129741272,0.5
15,3.397842059170688,3.4652193478031017,31.00667053023588,33.25240719493526,0.5
16,3.302587959610932,3.3601942020345272,28.182100780966284,29.940829257345495,0.5
17,3.2063256669371363,3.3117811685677956,25.572284688252864,28.546361593339242,0.5
18,3.1251918034463078,3.2231679105735314,23.56333229472619,26.122501365585027,0.5
19,3.0317684340991105,3.1280837610310446,21.44537436278879,23.724352071380988,0.5
20,2.949809434288902,3.0640567480603194,19.754605308571207,22.270183520265704,0.5
21,2.8767944379171246,3.020010191826816,18.343194564966463,21.316551151674165,0.5
22,2.8056897135666317,2.960887079646764,17.07408486508238,20.067299647538288,0.5
23,2.7536762216088673,2.8881004997767774,16.20193037639371,18.62586663892524,0.5
24,2.685936739630311,2.988841459539409,15.130924830060827,20.620844609512442,0.5
25,2.376832868774825,2.4992012537424757,11.127497733580636,12.649559558041144,0.25
26,2.2574905750845975,2.452368875500271,9.834344634880159,12.077247923314863,0.25
27,2.201850016243569,2.3898492747375943,9.289408522931527,11.336924066428379,0.25
28,2.152364899849965,2.384248637312423,8.833223687397757,11.258491825247916,0.25
29,2.1102970959626477,2.3331894292926383,8.461838790928367,10.677001355015838,0.25
30,2.0724452397722017,2.314321282736585,8.143939983122024,10.482701587785975,0.25
31,2.0365401503269243,2.2594319705553705,7.849651855719108,9.92990883712943,0.25
32,1.9976288665220423,2.220241679909414,7.54761724268435,9.540892288765018,0.25
33,1.9653646880152267,2.2345751419279103,7.303296673896463,9.67350900589622,0.25
34,1.7338952168025217,1.9567937600118368,5.794214978253655,7.317590018327509,0.125
35,1.6633985246335625,1.9183292910724226,5.385569284010731,7.03707876031865,0.125
36,1.625154254260277,1.904348404168927,5.180828272920844,6.933159711506489,0.125
37,1.592521034244085,1.869628904284584,5.009960049817289,6.702848036461238,0.125
38,1.5682760501235173,1.8458409213548854,4.887266246611957,6.542788292744406,0.125
39,1.5445066871606594,1.8314159166139596,4.769957028079921,6.439668778535629,0.125
40,1.527974380276503,1.8030278063310816,4.689891449149873,6.262014409431709,0.125
41,1.5026640116754244,1.7928475926718679,4.5709527594678745,6.194709811886268,0.125
42,1.482692328733552,1.7824894624658554,4.478896922976121,6.130091901896555,0.125
43,1.4666569021483653,1.7749009192807201,4.405664938554661,6.088484555609352,0.125
