epoch,loss_train,loss_validation,perplexity_train,perplexity_validation,learning_rate
0,6.112266662620795,5.547720663189751,561.5811574039802,277.0170836323042,0.5
1,5.462492866305312,5.201171791771979,254.18114099065147,197.9544284696022,0.5
2,5.134847471131717,4.865838598890949,184.7842006639153,141.83206284797205,0.5
3,4.810089720425064,4.555900639957851,133.81719318985594,104.19024069421206,0.5
4,4.5367421802954135,4.301520723998888,101.68975926734628,80.80989278796612,0.5
5,4.283732904320116,4.055493634625126,79.01190339429469,63.22882860782903,0.5
6,4.051854043159744,3.854880120336395,62.55436248047451,51.64306736074362,0.5
7,3.858647298362233,3.6726240705515236,51.41888055519962,42.91554468071338,0.5
8,3.70012014842282,3.5225542460793346,43.801545469078285,36.900070937774984,0.5
9,3.5568317475622546,3.389690540056731,37.860757941825334,32.226564635047936,0.5
10,3.4303823464564402,3.2673145431901442,33.33278969473293,28.50736354934937,0.5
11,3.3103958012642334,3.1697397596647647,29.49701109057936,25.835279628856348,0.5
12,3.2059616592639433,3.021399554193771,26.535342006356856,22.226869635702137,0.5
13,3.1042459642018616,2.95059420542209,23.913249149649435,20.681984822091913,0.5
14,3.010783788235423,2.8260779090285437,21.754178654711815,18.168639879865744,0.5
15,2.922445620386427,2.757018592042202,19.87021024931961,16.992257739567673,0.5
16,2.835222756967716,2.7075262857944558,18.175698057514737,16.126544247105087,0.5
17,2.7505262557552306,2.5923336040045113,16.664737561150996,14.331938188646804,0.5
18,2.6751342897383315,2.539458174476099,15.43759170763956,13.59036635318163,0.5
19,2.5999986742223045,2.4873071924824894,14.29629255610698,12.874113186323356,0.5
20,2.5299213792892696,2.392017242288535,13.306971579343951,11.681486147887927,0.5
21,2.463956122182376,2.3536789542723358,12.43810590557244,11.23525882535374,0.5
22,2.404299027813773,2.2650911493092467,11.692081274260813,10.255753811316529,0.5
23,2.345515966015956,2.222280785390192,11.002085749869392,9.821828626343748,0.5
24,2.28805862018041,2.1400346197827984,10.368757547595926,9.00494750460262,0.5
25,2.2380471227210688,2.1401281256104934,9.856044756672627,9.00781240373133,0.5
26,1.9140507921130674,1.791029609731246,7.10970255801526,6.315691434572379,0.25
27,1.8304545029714487,1.7462141157937623,6.509462397828491,6.044462701811414,0.25
28,1.7904746220246657,1.7241653826211463,6.238503845574982,5.903225375204971,0.25
29,1.7599029109894453,1.6771139744477175,6.041479385969664,5.613783575210375,0.25
30,1.7284083805436503,1.6639527880841651,5.847258547545103,5.529705347542364,0.25
31,1.7023254122304343,1.6721214776067117,5.688664102354461,5.588481007675125,0.25
32,1.4876186154337114,1.4313707966421478,4.578828453898481,4.37176842883417,0.125
33,1.4387891920256228,1.4131767566807627,4.348282747302908,4.280974900804434,0.125
34,1.414689441678357,1.3761648975679692,4.24316581773824,4.121250108925611,0.125
35,1.3914757663298478,1.3822338285366285,4.138288937760747,4.1464707591621055,0.125
36,1.2782391098659533,1.2537104306616667,3.6900191013533377,3.63797805030731,0.0625
