epoch,loss_train,loss_validation,perplexity_train,perplexity_validation,learning_rate
0,6.26091039036322,5.67469720723359,691.5542576190251,305.4117112413435,0.5
1,5.548678219872912,5.3273500221975825,270.19531169798097,218.56348082476066,0.5
2,5.2604637389598805,5.138918603100848,204.01029461970427,182.81580752988143,0.5
3,5.073499053910098,5.02213295566434,170.75708609966426,163.99283893632042,0.5
4,4.9218647106804925,4.9256877775569565,147.9834594861711,149.96049393345518,0.5
5,4.7969814060132565,4.862312339988282,131.6329610039279,141.4553210790616,0.5
6,4.685068658758994,4.794476292305721,118.29760393777589,132.757085409854,0.5
7,4.591038963898907,4.741739893837808,108.02447725688674,126.47340796003563,0.5
8,4.507757693670984,4.713135206357844,99.68943006060744,123.30589023033235,0.5
9,4.432077850751524,4.672073106648652,92.59571324961364,118.67759577476637,0.5
10,4.363914843666404,4.658304388005932,86.59864092445746,117.31193114823242,0.5
11,4.301727466488338,4.639297864284229,81.43577384879093,115.48407359988433,0.5
12,4.236709194535922,4.610112658464242,76.38320938468443,112.08264963948874,0.5
13,4.178496711462259,4.596171606123692,72.0157186455512,110.62025825063333,0.5
14,4.126727918682806,4.588245535937696,68.42701379293902,110.0101987258474,0.5
15,4.078315197841165,4.5850116817882896,65.1875322698412,109.73917718473594,0.5
16,4.027779699532514,4.557814223867159,61.87241631122133,106.62115885876374,0.5
17,3.988353273044258,4.563791349997787,59.51309836467898,107.46877171202864,0.5
18,3.874323193681854,4.5245580310548315,53.288192173971446,103.6906925295092,0.25
19,3.8098534590906006,4.5090757536855595,49.87981204504783,101.97701704355737,0.25
20,3.7688072658575544,4.494600474915758,47.80337452839485,100.37914495611255,0.25
21,3.734040468318645,4.49586214440256,46.1569374082203,100.89328685073541,0.25
22,3.676489686892436,4.465912376386894,43.65373354593122,97.77227700976363,0.125
23,3.6363156408664725,4.454520345872616,41.891075654792765,96.74558499402596,0.125
24,3.6072424741043565,4.450257280351033,40.65007250304348,96.34973660139887,0.125
25,3.5840829676722405,4.445551035186279,39.69611675729745,95.82692664772232,0.125
26,3.564286995848398,4.446457024323176,38.888947983264714,96.14432342315924,0.125
27,3.532789919127225,4.420738083278661,37.715635810629315,93.36841867792981,0.0625
28,3.507966308090038,4.417717878685154,36.76979255569234,93.14589884368979,0.0625
29,3.491038759205569,4.411524923891846,36.13050240404623,92.53199993539475,0.0625
30,3.4777502765559056,4.411311497629746,35.645370753502135,92.5475278206444,0.0625
31,3.4630831304126772,4.402513445318152,35.1549600436542,91.67989795367356,0.03125
32,3.4487872114175326,4.400438691714288,34.631682481421684,91.49775954320681,0.03125
33,3.4385324687487837,4.3924314564279445,34.263277893340316,90.74996700130738,0.03125
34,3.4291546033709044,4.391178091258665,33.936400618969955,90.59931154628406,0.03125
35,3.4214796486972783,4.39018381259939,33.67536581919236,90.53157686178876,0.03125
36,3.413650330850852,4.389039433181368,33.39587168320079,90.37195353293322,0.03125
37,3.406221591726055,4.38936211191128,33.1449027538738,90.46521618649221,0.03125
38,3.3994898571371257,4.3778176523978845,32.940568779387654,89.38951269178403,0.015625
39,3.39284025534362,4.378038392385714,32.72849482883369,89.33873649313537,0.015625
40,3.386196236359459,4.375172843549294,32.487875153122395,89.12143771157258,0.015625
41,3.380785311721765,4.3745779334116435,32.299611777286415,89.09283612109466,0.015625
42,3.374979474762723,4.373172940693968,32.11088414716545,88.96202421383514,0.015625
43,3.37183714382373,4.371492835867128,32.019668228656684,88.7783866579178,0.015625
44,3.36567081945611,4.371711467818381,31.81121080894586,88.7919287714106,0.015625
45,3.364091432066203,4.366475675798861,31.780539352055083,88.32283233522881,0.0078125
46,3.3614789953431954,4.363815441625993,31.678139299760385,88.06403843475071,0.0078125
47,3.3585602490804454,4.363555105288715,31.598427914750363,88.07424755929111,0.0078125
48,3.3538752286813827,4.361203809389476,31.461308882343257,87.82160212333336,0.00390625
49,3.3537665775963776,4.3596376564460435,31.437122696769645,87.68398978830523,0.00390625
50,3.3495635879034604,4.359584936178397,31.310649898817196,87.6730893162393,0.00390625
51,3.3495982825652906,4.358632182034106,31.29159175216094,87.58491475130006,0.00390625
52,3.348822015870809,4.358177007627032,31.29155973649706,87.54662977624558,0.00390625
53,3.34599141234291,4.358234152299483,31.186185802811412,87.55957039967078,0.00390625
54,3.3464009854595984,4.357354438971693,31.19184827177827,87.46329042335812,0.001953125
55,3.3440818247574327,4.356489232422385,31.120587993318104,87.38979453311936,0.001953125
56,3.344145834774798,4.356451479507176,31.14976988454909,87.3748310610835,0.001953125
57,3.3435981416472726,4.35684604729344,31.12180382255763,87.41988273011711,0.001953125
58,3.3438278974353466,4.355642774745842,31.121464700770552,87.29675905050718,0.0009765625
59,3.3419452329597035,4.3555300559386065,31.059318197219724,87.29106066561981,0.0009765625
60,3.3422600853783595,4.355505476869633,31.060949799084447,87.28963154757658,0.0009765625
61,3.34157325366084,4.3551716261313365,31.048411961926984,87.2626364715753,0.0009765625
62,3.34017998623621,4.355387846737246,31.024022817044276,87.28356403283175,0.0009765625
